ID,AmE_wordform,BrE_wordform,DE_wordform,EP_wordform,ES_wordform,PoS (all),NLD_orthg_AmE_BrE,NLD_orthg_AmE_DE,NLD_orthg_AmE_EP,NLD_orthg_AmE_ES,NLD_orthg_BrE_DE,NLD_orthg_BrE_EP,NLD_orthg_BrE_ES,NLD_orthg_DE_EP,NLD_orthg_DE_ES,NLD_orthg_EP_ES,NLD_phonoL_AmE_BrE,NLD_phonoL_AmE_DE,NLD_phonoL_AmE_EP,NLD_phonoL_AmE_ES,NLD_phonoL_BrE_DE,NLD_phonoL_BrE_EP,NLD_phonoL_BrE_ES,NLD_phonoL_DE_EP,NLD_phonoL_DE_ES,NLD_phonoL_EP_ES,NLD_phonoG_AmE_BrE,NLD_phonoG_AmE_DE,NLD_phonoG_AmE_EP,NLD_phonoG_AmE_ES,NLD_phonoG_BrE_DE,NLD_phonoG_BrE_EP,NLD_phonoG_BrE_ES,NLD_phonoG_DE_EP,NLD_phonoG_DE_ES,NLD_phonoG_EP_ES,AmE_wordform,LEN_orth_AmE,phonetic_t_AmE,LEN_phon_AmE,ANC_abs,ANC_mln,ANC_log10(abs+1),ANC_abs_annotated,ANC_mln_annotated,ANC_log10(abs+1)_annotated,SpecPoS_annotated_ANC,SubtlexUS_abs,SubtlexUS_mln,SubtlexUS_log10(abs+1),SubtlexUS_zipf,BrE_wordform,LEN_orth_BrE,phonetic_t_BrE,LEN_phon_BrE,Celex_abs,Celex_mln,Celex_log10(abs+1),Celex_abs_annotated,Celex_mln_annotated,Celex_log10(abs+1)_annotated,SpecPoS_annotated_Celex,SubtlexUK_abs,SubtlexUK_mln,SubtlexUK_log10(abs+1),SubtlexUK_zipf,DE_wordform,LEN_orth_DE,phonetic_t_DE,LEN_phon_DE,dlexDB_abs,dlexDB_mln,dlexDB_log10(abs+1),dlexDB_abs_annotated,dlexDB_mln_annotated,dlexDB_log10(abs+1)_annotated,SpecPoS_annotated_dlexDB,SubtlexDE_abs,SubtlexDE_mln,SubtlexDE_log10(abs+1),EP_wordform,EP_OA (1990),LEN_orth_EP,phonetic_t_EP,LEN_phon_EP,P-Pal_abs,P-PAL_mln,P-Pal_log10(abs+1),P-Pal_abs_annotated,P-Pal_mln_annotated,P-Pal_log10(abs+1)_annotated,SpecPoS_annotated_P-Pal,SubtlexPT_abs,SubtlexPT_mln,SubtlexPT_log10(abs+1),SubtlexPT_zipf,ES_wordform,LEN_orth_ES,phonetic_t_ES,LEN_phon_ES,Espal_abs,Espal_mln,Espal_log10(abs+1),Espal_abs_annotated,Espal_mln_annotated,Espal_log10(abs+1)_annotated,SpecPoS_annotated_Espal,SubtlexES_abs,SubtlexES_mln,Subtlex_ES_log10(abs+1),
21,accelerator,accelerator,Beschleuniger,acelerador,acelerador,N,1.000,0.308,0.818,0.818,0.308,0.818,0.818,0.308,0.308,1.000,0.856,0.454,0.684,0.710,0.508,0.556,0.558,0.466,0.431,0.889,0.927,0.379,0.750,0.763,0.404,0.682,0.683,0.385,0.368,0.944,accelerator,11,æksɛɫəˈɹ̠eɪɾəɹ̠,12,19,0.849,1.301,17,0.759,1.255,,69,1.353,1.845,3.137,accelerator,11,əksɛləˈɹ̠eɪtə,11,34,1.899,1.544,34,1.899,1.544,,311,1.545,2.494,3.19,Beschleuniger,13,bəʃlɔʏnɪɡɐ,10,32,0.262,1.519,32,0.262,1.519,,19,0.748,1.301,acelerador,,10,ɐsɨɫɨɾɐðoɾ,10,519,2.536,2.716,519,2.536,2.716,,409,5.242,2.613,3.720,acelerador,10,aθeleɾaðoɾ,10,571,1.855,2.757,338,1.098,2.530,,158,3.798,2.201,
22,accelerator,accelerator,Gaspedal,acelerador,acelerador,N,1.000,0.182,0.818,0.818,0.182,0.818,0.818,0.200,0.200,1.000,0.856,0.479,0.684,0.710,0.367,0.556,0.558,0.366,0.392,0.889,0.927,0.322,0.750,0.763,0.271,0.682,0.683,0.281,0.293,0.944,accelerator,11,æksɛɫəˈɹ̠eɪɾəɹ̠,12,19,0.849,1.301,17,0.759,1.255,,69,1.353,1.845,3.137,accelerator,11,əksɛləˈɹ̠eɪtə,11,34,1.899,1.544,34,1.899,1.544,,311,1.545,2.494,3.19,Gaspedal,8,ɡaspe:da:l,8,94,0.768,1.978,94,0.768,1.978,,26,1.024,1.431,acelerador,,10,ɐsɨɫɨɾɐðoɾ,10,519,2.536,2.716,519,2.536,2.716,,409,5.242,2.613,3.720,acelerador,10,aθeleɾaðoɾ,10,571,1.855,2.757,338,1.098,2.530,,158,3.798,2.201,
23,accent,accent,Akzent,sotaque,acento,N,1.000,0.667,0.000,0.667,0.667,0.000,0.667,0.000,0.500,0.000,0.963,0.950,0.315,0.600,0.913,0.288,0.596,0.348,0.583,0.428,0.981,0.803,0.147,0.633,0.786,0.135,0.631,0.161,0.541,0.195,accent,6,ˈæksɛnt,6,449,20.054,2.653,419,18.714,2.623,,621,12.176,2.794,4.086,accent,6,ˈæksənt,6,458,25.587,2.662,458,25.587,2.662,,2884,14.324,3.460,4.156,Akzent,6,akʦɛnt,6,515,4.210,2.713,515,4.210,2.713,,317,12.481,2.502,sotaque,,7,sutakɨ,6,848,4.143,2.929,848,4.143,2.929,,782,10.023,2.894,4.001,acento,6,aθento,6,5235,17.011,3.719,5186,16.852,3.715,,542,13.029,2.735,
24,accentuate,accentuate,akzentuieren,acentuar,acentuar,V,1.000,0.500,0.700,0.700,0.500,0.700,0.700,0.500,0.500,1.000,1.000,0.696,0.522,0.622,0.696,0.522,0.622,0.450,0.545,0.835,1.000,0.595,0.608,0.660,0.595,0.608,0.660,0.475,0.522,0.915,accentuate,10,ækˈsɛntʃʊeɪt,10,16,0.715,1.230,15,0.670,1.204,N,18,0.353,1.279,2.571,accentuate,10,ækˈsɛntʃʊeɪt,10,20,1.117,1.322,20,1.117,1.322,,108,0.536,2.037,2.733,akzentuieren,12,akʦɛntui:ʁən,11,35,0.286,1.556,33,0.270,1.531,,3,0.118,0.602,acentuar,,8,ɐsẽtwaɾ,7,1958,9.566,3.292,1958,9.566,3.292,,31,0.397,1.505,2.599,acentuar,8,aθentwaɾ,8,593,1.927,2.774,592,1.924,2.773,,10,0.240,1.041,
25,accept,accept,akzeptieren,aceitar,aceptar,V,1.000,0.364,0.429,0.571,0.364,0.429,0.571,0.364,0.455,0.857,0.953,0.570,0.425,0.514,0.544,0.425,0.477,0.487,0.594,0.771,0.976,0.463,0.427,0.542,0.451,0.427,0.523,0.424,0.523,0.813,accept,6,ækˈsɛpt,6,1032,46.092,3.014,1015,45.333,3.007,,2692,52.784,3.430,4.722,accept,6,əkˈsɛpt,6,1704,95.196,3.232,1704,95.196,3.232,,13560,67.350,4.132,4.828,akzeptieren,11,akʦɛpti:ʁən,10,1184,9.679,3.074,1149,9.393,3.061,,665,26.182,2.823,aceitar,,7,ɐsɐjtaɾ,7,14173,69.240,4.151,14173,69.240,4.151,,5485,70.303,3.739,4.847,aceptar,7,aθeptaɾ,7,19189,62.354,4.283,19117,62.121,4.281,,2044,49.135,3.311,
26,acceptance,acceptance,Annahme,aceitação,aceptación,N,1.000,0.300,0.500,0.500,0.300,0.500,0.500,0.222,0.200,0.500,0.969,0.488,0.526,0.562,0.459,0.526,0.536,0.459,0.460,0.604,0.984,0.391,0.513,0.531,0.377,0.513,0.518,0.335,0.324,0.551,acceptance,10,ækˈsɛptəns,9,343,15.319,2.537,323,14.426,2.511,,161,3.157,2.210,3.501,acceptance,10,əkˈsɛptəns,9,407,22.737,2.611,407,22.737,2.611,,661,3.283,2.821,3.517,Annahme,7,anna:mə,6,5697,46.573,3.756,5697,46.573,3.756,,178,7.008,2.253,aceitação,,9,ɐsɐjtɐsɐ̃w,9,4304,21.027,3.634,4304,21.027,3.634,,182,2.333,2.262,3.368,aceptación,10,aθeptaθjon,10,6509,21.151,3.814,6351,20.638,3.803,,119,2.861,2.079,
27,access,access,zugreifen,aceder,acceder,V,1.000,0.111,0.333,0.571,0.111,0.333,0.571,0.222,0.222,0.857,1.000,0.430,0.627,0.643,0.430,0.627,0.643,0.475,0.564,0.771,1.000,0.260,0.473,0.607,0.260,0.473,0.607,0.342,0.383,0.813,access,6,ˈæksɛs,5,2501,111.702,3.398,182,8.129,2.262,,1615,31.667,3.208,4.500,access,6,ˈæksɛs,5,762,42.570,2.883,762,42.570,2.883,,11333,56.289,4.054,4.75,zugreifen,9,ʦu:ɡʁaɪfən,9,300,2.453,2.479,236,1.929,2.375,,94,3.701,1.978,aceder,,6,ɐsɨðeɾ,6,1938,9.468,3.288,1938,9.468,3.288,,719,9.216,2.857,3.965,acceder,7,akθeðeɾ,7,9615,31.244,3.983,9590,31.163,3.982,,492,11.827,2.693,
28,access,access,Zugang,acesso,acceso,N,1.000,0.000,0.667,0.833,0.000,0.667,0.833,0.000,0.000,0.667,1.000,0.315,0.560,0.767,0.315,0.560,0.767,0.168,0.216,0.713,1.000,0.147,0.613,0.800,0.147,0.613,0.800,0.081,0.103,0.690,access,6,ˈæksɛs,5,2501,111.702,3.398,2085,93.122,3.319,,1615,31.667,3.208,4.500,access,6,ˈæksɛs,5,762,42.570,2.883,762,42.570,2.883,,11333,56.289,4.054,4.75,Zugang,6,ʦu:ɡaŋ,5,1860,15.206,3.270,1860,15.206,3.270,,800,31.497,2.904,acesso,,6,ɐsɛsu,5,33680,164.539,4.527,33680,164.539,4.527,ADJ|N,4586,58.780,3.662,4.769,acceso,6,akθes̺o,6,37175,120.800,4.570,36197,117.622,4.559,,2231,53.630,3.349,
29,access,access,Zugriff,acesso,acceso,N,1.000,0.000,0.667,0.833,0.000,0.667,0.833,0.000,0.000,0.667,1.000,0.507,0.560,0.767,0.507,0.560,0.767,0.191,0.340,0.713,1.000,0.228,0.613,0.800,0.228,0.613,0.800,0.091,0.157,0.690,access,6,ˈæksɛs,5,2501,111.702,3.398,2085,93.122,3.319,,1615,31.667,3.208,4.500,access,6,ˈæksɛs,5,762,42.570,2.883,762,42.570,2.883,,11333,56.289,4.054,4.75,Zugriff,7,ʦu:ɡʁɪf,6,758,6.197,2.880,736,6.017,2.867,,275,10.827,2.441,acesso,,6,ɐsɛsu,5,33680,164.539,4.527,33680,164.539,4.527,ADJ|N,4586,58.780,3.662,4.769,acceso,6,akθes̺o,6,37175,120.800,4.570,36197,117.622,4.559,,2231,53.630,3.349,
30,accessible,accessible,zugänglich,acessível,accesible,ADJ,1.000,0.000,0.500,0.900,0.000,0.500,0.900,0.000,0.000,0.444,0.969,0.366,0.706,0.649,0.375,0.706,0.620,0.398,0.335,0.588,0.984,0.169,0.600,0.770,0.172,0.600,0.754,0.182,0.156,0.514,accessible,10,ækˈsɛsəbəɫ,9,383,17.106,2.584,379,16.927,2.580,,56,1.098,1.756,3.048,accessible,10,əkˈsɛsəbəɫ,9,164,9.162,2.217,164,9.162,2.217,,1196,5.940,3.078,3.774,zugänglich,10,ʦu:ɡɛŋlɪç,8,2169,17.732,3.336,2169,17.732,3.336,,58,2.284,1.771,acessível,,9,ɐsɨsivɛɫ,8,2233,10.909,3.349,2233,10.909,3.349,,156,2.000,2.196,3.301,accesible,9,akθes̺iβle,9,2454,7.974,3.390,2446,7.948,3.389,,84,2.019,1.929,
31,accession,accession,Beitritt,adesão,adhesión,N,1.000,0.111,0.444,0.556,0.111,0.444,0.556,0.000,0.125,0.500,0.960,0.397,0.612,0.611,0.397,0.612,0.574,0.273,0.587,0.637,0.980,0.246,0.526,0.583,0.246,0.526,0.565,0.128,0.336,0.567,accession,9,æksɛʃən,7,367,16.391,2.566,308,13.756,2.490,,6,0.118,0.845,2.137,accession,9,əkˈsɛʃən,7,19,1.061,1.301,19,1.061,1.301,,151,0.750,2.182,2.878,Beitritt,8,baɪtʁɪt,7,1650,13.489,3.218,1606,13.129,3.206,,4,0.157,0.699,adesão,,6,ɐðɨzɐ̃w,6,12461,60.876,4.096,12461,60.876,4.096,,15,0.192,1.204,2.284,adhesión,8,aðes̺jon,7,13315,43.267,4.124,13061,42.442,4.116,,4,0.096,0.699,
32,accident,accident,Unfall,acidente,accidente,N,1.000,0.000,0.750,0.889,0.000,0.750,0.889,0.000,0.000,0.889,0.963,0.377,0.649,0.810,0.354,0.615,0.780,0.441,0.333,0.710,0.981,0.173,0.699,0.849,0.163,0.681,0.834,0.200,0.155,0.797,accident,8,æksɪɾənt,8,673,30.058,2.829,631,28.182,2.801,,4146,81.294,3.618,4.910,accident,8,ˈæksɪdənt,8,887,49.553,2.948,887,49.553,2.948,,9560,47.483,3.981,4.676,Unfall,6,ʊnfal,5,908,7.423,2.959,908,7.423,2.959,,1798,70.790,3.255,acidente,,8,ɐsiðẽtɨ,7,17826,87.086,4.251,17787,86.896,4.250,,8802,112.818,3.945,5.052,accidente,9,akθiðente,9,15024,48.820,4.177,14452,46.962,4.160,,5133,123.389,3.710,
33,accommodate,accommodate,unterbringen,acomodar,acomodar,V,1.000,0.083,0.636,0.636,0.083,0.636,0.636,0.000,0.000,1.000,1.000,0.570,0.691,0.713,0.570,0.691,0.713,0.490,0.491,0.922,1.000,0.304,0.663,0.674,0.304,0.663,0.674,0.221,0.221,0.961,accommodate,11,əkɑmədeɪt,9,219,9.781,2.342,219,9.781,2.342,,109,2.137,2.041,3.333,accommodate,11,əˈkɒmədeɪt,9,180,10.056,2.258,180,10.056,2.258,,935,4.644,2.971,3.667,unterbringen,12,ʊntɐbʁɪŋən,10,406,3.319,2.610,378,3.090,2.579,,88,3.465,1.949,acomodar,,8,ɐkumuðaɾ,8,339,1.656,2.531,339,1.656,2.531,,176,2.256,2.248,3.353,acomodar,8,akomoðaɾ,8,858,2.788,2.934,856,2.782,2.933,,82,1.971,1.919,
34,accommodation,accommodation,Unterkunft,alojamento,alojamiento,N,1.000,0.077,0.308,0.308,0.077,0.308,0.308,0.100,0.091,0.909,0.970,0.535,0.531,0.390,0.543,0.535,0.394,0.373,0.416,0.705,0.985,0.286,0.415,0.348,0.289,0.417,0.350,0.229,0.243,0.804,accommodation,13,əkɑməɾeɪʃən,11,86,3.841,1.940,83,3.707,1.924,,48,0.941,1.690,2.982,accommodation,13,əkɒməˈdeɪʃən,11,604,33.743,2.782,604,33.743,2.782,,3234,16.063,3.510,4.206,Unterkunft,10,ʊntɐkʊnft,9,573,4.684,2.759,573,4.684,2.759,,158,6.221,2.201,alojamento,,10,ɐɫuʒɐmẽtu,9,2211,10.802,3.345,2211,10.802,3.345,,311,3.986,2.494,3.601,alojamiento,11,aloxamjento,11,2783,9.043,3.445,2721,8.842,3.435,,150,3.606,2.179,
35,accompany,accompany,begleiten,acompanhar,acompañar,V,1.000,0.000,0.600,0.556,0.000,0.600,0.556,0.000,0.000,0.800,0.982,0.463,0.550,0.675,0.463,0.561,0.685,0.455,0.471,0.839,0.991,0.209,0.575,0.615,0.209,0.581,0.619,0.206,0.213,0.819,accompany,9,əkʌmpəni,8,121,5.404,2.086,118,5.270,2.076,,242,4.745,2.386,3.677,accompany,9,əˈkʌmpənɪ,8,144,8.045,2.161,144,8.045,2.161,,551,2.737,2.742,3.438,begleiten,9,bə'ɡlaɪtən,9,1335,10.914,3.126,1316,10.758,3.120,,670,26.379,2.827,acompanhar,,10,ɐkõpɐɲaɾ,8,8676,42.385,3.938,8676,42.385,3.938,,2283,29.262,3.359,4.466,acompañar,9,akompaɲaɾ,9,3235,10.512,3.510,3227,10.486,3.509,,221,5.313,2.346,
36,accord,accord,übereinstimmen,acordar,pactar,V,1.000,0.000,0.571,0.333,0.000,0.571,0.333,0.071,0.071,0.429,0.760,0.290,0.554,0.390,0.252,0.414,0.449,0.388,0.430,0.498,0.876,0.136,0.562,0.361,0.119,0.491,0.390,0.219,0.238,0.463,accord,6,əkɔɹ̠d,5,182,8.129,2.262,4,0.179,0.699,,83,1.627,1.924,3.216,accord,6,əˈkɔ:d,4,128,7.151,2.111,24,1.341,1.398,,356,1.768,2.553,3.248,übereinstimmen,14,y:bɐaɪnʃtɪmən,12,685,5.600,2.836,675,5.518,2.830,,41,1.614,1.623,acordar,,7,ɐkuɾðaɾ,7,1803,8.808,3.256,1803,8.808,3.256,,3773,48.360,3.577,4.685,pactar,6,paktaɾ,6,1423,4.624,3.154,1388,4.510,3.143,,27,0.649,1.447,
37,accordance,accordance,Übereinstimmung,conformidade,conformidad,N,1.000,0.067,0.333,0.182,0.067,0.333,0.182,0.067,0.133,0.917,0.688,0.435,0.467,0.494,0.327,0.334,0.361,0.334,0.407,0.800,0.837,0.237,0.398,0.329,0.190,0.333,0.268,0.193,0.263,0.858,accordance,10,əkɔɹ̠ɾəns,8,388,17.329,2.590,386,17.240,2.588,,81,1.588,1.914,3.206,accordance,10,əˈkɔ:dns,6,134,7.486,2.130,134,7.486,2.130,,311,1.545,2.494,3.19,Übereinstimmung,15,y:bɐaɪnʃtɪmʊŋ,12,4252,34.760,3.629,4252,34.760,3.629,,87,3.425,1.944,conformidade,,12,kõfuɾmiðaðɨ,11,1576,7.699,3.198,1576,7.699,3.198,,91,1.166,1.964,3.067,conformidad,11,koɱfoɾmiðað,11,12131,39.420,4.084,12092,39.293,4.083,,34,0.817,1.544,
38,accordion,accordion,Akkordeon,acordeão,acordeón,N,1.000,0.667,0.556,0.667,0.667,0.556,0.667,0.556,0.667,0.750,0.663,0.714,0.686,0.822,0.700,0.529,0.575,0.548,0.763,0.693,0.823,0.691,0.620,0.743,0.683,0.542,0.620,0.552,0.714,0.721,accordion,9,əkɔɹ̠ɾiən,8,32,1.429,1.519,29,1.295,1.477,,67,1.314,1.833,3.124,accordion,9,əˈkɔ:dɪən,7,15,0.838,1.204,15,0.838,1.204,,523,2.598,2.719,3.415,Akkordeon,9,akɔɐdeɔn,8,72,0.589,1.863,72,0.589,1.863,,23,0.906,1.380,acordeão,,8,ɐkɔɾðjɐ̃w,8,682,3.332,2.834,682,3.332,2.834,,49,0.628,1.699,2.798,acordeón,8,akoɾðeon,8,764,2.483,2.884,704,2.288,2.848,,44,1.058,1.653,
39,account,account,Konto,conta,cuenta,N,1.000,0.286,0.429,0.286,0.286,0.429,0.286,0.600,0.333,0.667,1.000,0.497,0.512,0.457,0.497,0.512,0.457,0.688,0.757,0.635,1.000,0.387,0.470,0.369,0.387,0.470,0.369,0.643,0.531,0.651,account,7,əkaʊnt,6,2214,98.883,3.345,1604,71.639,3.205,,2280,44.706,3.358,4.650,account,7,əˈkaʊnt,6,2150,120.112,3.333,1890,105.587,3.277,,9443,46.902,3.975,4.671,Konto,5,kɔnto,5,694,5.674,2.842,694,5.674,2.842,,329,12.953,2.519,conta,,5,kõtɐ,4,65907,321.984,4.819,40377,197.261,4.606,,24540,314.536,4.390,5.498,cuenta,6,kwenta,5,130102,422.765,5.114,127321,413.729,5.105,,16923,406.803,4.229,
40,account,account,Bericht,relato,relato,N,1.000,0.143,0.000,0.000,0.143,0.000,0.000,0.143,0.143,1.000,1.000,0.615,0.423,0.436,0.615,0.423,0.436,0.328,0.445,0.814,1.000,0.358,0.193,0.198,0.358,0.193,0.198,0.232,0.285,0.905,account,7,əkaʊnt,6,2214,98.883,3.345,1604,71.639,3.205,,2280,44.706,3.358,4.650,account,7,əˈkaʊnt,6,2150,120.112,3.333,1890,105.587,3.277,,9443,46.902,3.975,4.671,Bericht,7,bəʁɪçt,6,8941,73.093,3.951,8941,73.093,3.951,,1157,45.553,3.064,relato,,6,ʁɨɫatu,6,2659,12.990,3.425,2634,12.868,3.421,,249,3.192,2.398,3.504,relato,6,relato,6,8848,28.752,3.947,8623,28.020,3.936,,152,3.654,2.185,
41,accountant,accountant,Buchhalter,contabilista,contable,N,1.000,0.100,0.250,0.400,0.100,0.250,0.400,0.083,0.200,0.583,1.000,0.278,0.459,0.522,0.278,0.459,0.522,0.415,0.480,0.518,1.000,0.185,0.351,0.460,0.185,0.351,0.460,0.238,0.333,0.550,accountant,10,əkaʊntənt,9,116,5.181,2.068,109,4.868,2.041,,315,6.176,2.500,3.792,accountant,10,əˈkaʊntənt,9,98,5.475,1.996,98,5.475,1.996,,971,4.823,2.988,3.683,Buchhalter,10,bu:xhaltɐ,8,330,2.698,2.520,330,2.698,2.520,,197,7.756,2.297,contabilista,,12,kõtɐβiɫiʃtɐ,11,242,1.182,2.386,237,1.158,2.377,,397,5.089,2.600,3.707,contable,8,kontaβle,8,1474,4.790,3.169,34,0.110,1.544,PN,118,2.837,2.076,
42,accounting,accounting,Buchhaltung,contabilidade,contabilidad,N,1.000,0.364,0.154,0.167,0.364,0.154,0.167,0.077,0.083,0.923,1.000,0.560,0.326,0.345,0.560,0.326,0.345,0.324,0.388,0.815,1.000,0.459,0.237,0.253,0.459,0.237,0.253,0.194,0.226,0.868,accounting,10,əkaʊntɪŋ,8,2075,92.675,3.317,1446,64.582,3.160,,230,4.510,2.364,3.655,accounting,10,əˈkaʊntɪŋ,8,104,5.810,2.021,104,5.810,2.021,V,539,2.677,2.732,3.428,Buchhaltung,11,bu:xhaltʊŋ,9,176,1.439,2.248,176,1.439,2.248,,89,3.504,1.954,contabilidade,,13,kõtɐβiɫiðaðɨ,12,2486,12.145,3.396,2486,12.145,3.396,,485,6.216,2.687,3.794,contabilidad,12,kontaβiliðað,12,3098,10.067,3.491,2663,8.653,3.426,,191,4.591,2.283,
43,accumulate,accumulate,anhäufen,acumular,acumular,V,1.000,0.200,0.700,0.700,0.200,0.700,0.700,0.250,0.250,1.000,0.980,0.461,0.676,0.660,0.461,0.656,0.640,0.479,0.507,0.972,0.990,0.324,0.688,0.680,0.324,0.678,0.670,0.360,0.372,0.986,accumulate,10,əkjumjʊɫeɪt,11,169,7.548,2.230,169,7.548,2.230,,29,0.569,1.477,2.769,accumulate,10,əˈkju:mjʊleɪt,11,60,3.352,1.785,60,3.352,1.785,,219,1.088,2.342,3.038,anhäufen,8,anhɔʏfən,8,50,0.409,1.708,40,0.327,1.613,,6,0.236,0.845,acumular,,8,ɐkumuɫaɾ,8,1431,6.991,3.156,1431,6.991,3.156,,181,2.320,2.260,3.366,acumular,8,akumulaɾ,8,1251,4.065,3.098,1243,4.039,3.095,,45,1.082,1.663,
44,accumulate,accumulate,ansammeln,acumular,acumular,V,1.000,0.200,0.700,0.700,0.200,0.700,0.700,0.222,0.222,1.000,0.980,0.564,0.676,0.660,0.544,0.656,0.640,0.498,0.526,0.972,0.990,0.370,0.688,0.680,0.361,0.678,0.670,0.353,0.366,0.986,accumulate,10,əkjumjʊɫeɪt,11,169,7.548,2.230,169,7.548,2.230,,29,0.569,1.477,2.769,accumulate,10,əˈkju:mjʊleɪt,11,60,3.352,1.785,60,3.352,1.785,,219,1.088,2.342,3.038,ansammeln,9,anzaməln,8,75,0.613,1.881,69,0.564,1.845,,4,0.157,0.699,acumular,,8,ɐkumuɫaɾ,8,1431,6.991,3.156,1431,6.991,3.156,,181,2.320,2.260,3.366,acumular,8,akumulaɾ,8,1251,4.065,3.098,1243,4.039,3.095,,45,1.082,1.663,
45,accumulation,accumulation,Akkumulation,acumulação,acumulación,N,1.000,0.833,0.667,0.750,0.833,0.667,0.750,0.583,0.667,0.636,0.965,0.580,0.659,0.605,0.581,0.661,0.606,0.738,0.955,0.766,0.982,0.702,0.663,0.676,0.702,0.664,0.677,0.659,0.805,0.700,accumulation,12,əkjumjəɫeɪʃən,13,487,21.751,2.688,483,21.572,2.685,,13,0.255,1.146,2.438,accumulation,12,əkju:mjʊˈleɪʃən,13,100,5.587,2.004,100,5.587,2.004,,151,0.750,2.182,2.878,Akkumulation,12,akumulaʦjo:n,11,266,2.175,2.427,266,2.175,2.427,,NA,NA,NA,acumulação,,10,ɐkumuɫɐsɐ̃w,10,2594,12.673,3.414,2594,12.673,3.414,,64,0.820,1.813,2.914,acumulación,11,akumulaθjon,11,4137,13.443,3.617,4086,13.277,3.611,,37,0.889,1.580,
46,accumulation,accumulation,Anhäufung,acumulação,acumulación,N,1.000,0.167,0.667,0.750,0.167,0.667,0.750,0.200,0.182,0.636,0.965,0.389,0.659,0.605,0.389,0.661,0.606,0.359,0.405,0.766,0.982,0.273,0.663,0.676,0.273,0.664,0.677,0.277,0.289,0.700,accumulation,12,əkjumjəɫeɪʃən,13,487,21.751,2.688,483,21.572,2.685,,13,0.255,1.146,2.438,accumulation,12,əkju:mjʊˈleɪʃən,13,100,5.587,2.004,100,5.587,2.004,,151,0.750,2.182,2.878,Anhäufung,9,anhɔʏfʊŋ,8,298,2.436,2.476,298,2.436,2.476,,5,0.197,0.778,acumulação,,10,ɐkumuɫɐsɐ̃w,10,2594,12.673,3.414,2594,12.673,3.414,,64,0.820,1.813,2.914,acumulación,11,akumulaθjon,11,4137,13.443,3.617,4086,13.277,3.611,,37,0.889,1.580,
47,accumulation,accumulation,Ansammlung,acumulação,acumulación,N,1.000,0.250,0.667,0.750,0.250,0.667,0.750,0.200,0.182,0.636,0.965,0.436,0.659,0.605,0.420,0.661,0.606,0.374,0.544,0.766,0.982,0.340,0.663,0.676,0.332,0.664,0.677,0.284,0.351,0.700,accumulation,12,əkjumjəɫeɪʃən,13,487,21.751,2.688,483,21.572,2.685,,13,0.255,1.146,2.438,accumulation,12,əkju:mjʊˈleɪʃən,13,100,5.587,2.004,100,5.587,2.004,,151,0.750,2.182,2.878,Ansammlung,10,anzamlʊŋ,8,260,2.126,2.417,260,2.126,2.417,,20,0.787,1.322,acumulação,,10,ɐkumuɫɐsɐ̃w,10,2594,12.673,3.414,2594,12.673,3.414,,64,0.820,1.813,2.914,acumulación,11,akumulaθjon,11,4137,13.443,3.617,4086,13.277,3.611,,37,0.889,1.580,
48,accuracy,accuracy,Genauigkeit,exactidão,exactitud,N,1.000,0.091,0.111,0.111,0.091,0.111,0.111,0.182,0.182,0.667,0.982,0.304,0.380,0.491,0.304,0.396,0.499,0.359,0.356,0.627,0.991,0.193,0.238,0.287,0.193,0.245,0.291,0.268,0.266,0.647,accuracy,8,ækjʊɹ̠əsi,8,667,29.790,2.825,642,28.674,2.808,,76,1.490,1.886,3.178,accuracy,8,ˈækjʊɹ̠əsɪ,8,235,13.128,2.373,235,13.128,2.373,,873,4.336,2.942,3.637,Genauigkeit,11,ɡənaʊɪçkaɪt,11,813,6.646,2.911,813,6.646,2.911,,31,1.221,1.505,exactidão,exatidão,9,izɐtiðɐ̃w,8,681,3.327,2.834,681,3.327,2.834,,64,0.820,1.813,2.914,exactitud,9,eks̺aktituð,10,3523,11.448,3.547,3513,11.415,3.546,,97,2.332,1.991,
49,accusation,accusation,Beschuldigung,acusação,acusación,N,1.000,0.231,0.600,0.700,0.231,0.600,0.700,0.154,0.231,0.556,1.000,0.485,0.681,0.637,0.485,0.681,0.637,0.433,0.438,0.713,1.000,0.352,0.640,0.668,0.352,0.640,0.668,0.286,0.331,0.633,accusation,10,ækjʊzeɪʃən,10,109,4.868,2.041,108,4.824,2.037,,143,2.804,2.158,3.450,accusation,10,ækjʊˈzeɪʃən,10,113,6.313,2.057,113,6.313,2.057,,575,2.856,2.760,3.456,Beschuldigung,13,bəʃʊldɪɡʊŋ,10,286,2.338,2.458,286,2.338,2.458,,12,0.472,1.114,acusação,,8,ɐkuzɐsɐ̃w,8,11952,58.390,4.077,11952,58.390,4.077,,1761,22.571,3.246,4.354,acusación,9,akus̺aθjon,9,5773,18.759,3.761,5738,18.646,3.759,,418,10.048,2.622,
